date,description,merchant,amount,type,payment_method,source,category,description_clean
2025-12-03,UPI-Swiggy-85622,Swiggy,898.58,expense,Card,excel_import,Food,upi-swiggy-85622
2025-12-04,Local Clinic medicines,Local Clinic,3091.5,expense,Card,csv_import,Healthcare,local clinic medicines
2025-12-04,Urban Company membership renewal,Urban Company,1860.46,expense,UPI,csv_import,Personal Care,urban company membership renewal
2025-12-04,Ajio purchase,Ajio,7399.28,expense,Card,manual,Shopping,ajio purchase
2025-12-04,Amazon purchase,Amazon,4293.65,expense,Net Banking,manual,Shopping,amazon purchase
2025-12-04,Cult.fit service,Cult.fit,1550.16,expense,Cash,manual,Personal Care,cultfit service
2025-12-04,HP Petrol Pump ride payment,HP Petrol Pump,2122.79,expense,Cash,csv_import,Transport,hp petrol pump ride payment
2025-12-05,BookMyShow subscription,BookMyShow,1482.87,expense,UPI,csv_import,Entertainment,bookmyshow subscription
2025-12-05,Coursera subscription,Coursera,7477.02,expense,UPI,manual,Education,coursera subscription
2025-12-05,Local Clinic medicines,Local Clinic,1408.99,expense,Card,manual,Healthcare,local clinic medicines
2025-12-05,Amazon online shopping,Amazon,1765.46,expense,Card,manual,Shopping,amazon online shopping
2025-12-05,Fuel - Ola,Ola,833.88,expense,UPI,excel_import,Transport,fuel - ola
2025-12-05,UPI-Reliance Fresh-21175,Reliance Fresh,565.73,expense,UPI,csv_import,Groceries,upi-reliance fresh-21175
2025-12-06,Auto-debit Airtel,Airtel,1305.48,expense,Net Banking,csv_import,Bills & Utilities,auto-debit airtel
2025-12-06,DMart order #79644,DMart,3514.61,expense,Cash,excel_import,Groceries,dmart order #79644
2025-12-06,Uber recharge,Uber,1504.84,expense,Card,manual,Transport,uber recharge
2025-12-06,Netflix monthly plan,Netflix,1373.08,expense,Net Banking,csv_import,Entertainment,netflix monthly plan
2025-12-06,Apollo Pharmacy consultation fee,Apollo Pharmacy,934.92,expense,UPI,excel_import,Healthcare,apollo pharmacy consultation fee
2025-12-06,Payment to Cult.fit,Cult.fit,1068.17,expense,UPI,manual,Personal Care,payment to cultfit
2025-12-07,Hotstar monthly plan,Hotstar,952.7,expense,Card,manual,Entertainment,hotstar monthly plan
2025-12-07,Payment to Subway,Subway,329.73,expense,Cash,manual,Food,payment to subway
2025-12-07,BSES Electricity postpaid bill,BSES Electricity,2977.82,expense,Auto Debit,csv_import,Bills & Utilities,bses electricity postpaid bill
2025-12-07,NEFT-Housing Society-22842,Housing Society,19985.53,expense,NEFT,manual,Rent,neft-housing society-22842
2025-12-08,Reliance Trends online shopping,Reliance Trends,2830.29,expense,Net Banking,manual,Shopping,reliance trends online shopping
2025-12-08,Swiggy order #88147,Swiggy,107.11,expense,Cash,manual,Food,swiggy order #88147
2025-12-08,Metro Card Recharge recharge,Metro Card Recharge,1255.75,expense,Cash,manual,Transport,metro card recharge recharge
2025-12-08,Swiggy online order,Swiggy,693.6,expense,Cash,manual,Food,swiggy online order
2025-12-08,Goibibo flight ticket,Goibibo,19932.4,expense,Card,excel_import,Travel,goibibo flight ticket
2025-12-09,UPI-Netmeds-24226,Netmeds,2955.99,expense,Cash,manual,Healthcare,upi-netmeds-24226
2025-12-09,Netmeds purchase,Netmeds,893.48,expense,Card,csv_import,Healthcare,netmeds purchase
2025-12-09,Coursera course fee,Coursera,11689.14,expense,Net Banking,manual,Education,coursera course fee
2025-12-09,Local Restaurant order #80320,Local Restaurant,897.19,expense,Cash,excel_import,Food,local restaurant order #80320
2025-12-09,UPI-Goibibo-87628,Goibibo,17946.4,expense,Card,csv_import,Travel,upi-goibibo-87628
2025-12-10,SonyLIV subscription,SonyLIV,289.66,expense,UPI,excel_import,Entertainment,sonyliv subscription
2025-12-10,UPI-INOX-98183,INOX,1044.39,expense,Net Banking,csv_import,Entertainment,upi-inox-98183
2025-12-10,Netmeds medicines,Netmeds,3034.3,expense,Card,manual,Healthcare,netmeds medicines
2025-12-10,Payment to Myntra,Myntra,7256.75,expense,Card,manual,Shopping,payment to myntra
2025-12-10,Payment to Starbucks,Starbucks,155.93,expense,Card,manual,Food,payment to starbucks
2025-12-10,Payment to Subway,Subway,525.26,expense,UPI,excel_import,Food,payment to subway
2025-12-10,Payment to OYO Rooms,OYO Rooms,14902.45,expense,Card,excel_import,Travel,payment to oyo rooms
2025-12-10,Spotify monthly plan,Spotify,1471.6,expense,UPI,manual,Entertainment,spotify monthly plan
2025-12-11,POS-IKEA-4792,IKEA,1115.16,expense,Net Banking,excel_import,Shopping,pos-ikea-4792
2025-12-11,Payment to Vistara,Vistara,1924.27,expense,Card,excel_import,Travel,payment to vistara
2025-12-11,Cult.fit membership renewal,Cult.fit,2460.75,expense,UPI,excel_import,Personal Care,cultfit membership renewal
2025-12-11,UPI-KFC-70090,KFC,705.81,expense,Cash,manual,Food,upi-kfc-70090
2025-12-11,Grocery - Zepto,Zepto,1705.36,expense,Card,manual,Groceries,grocery - zepto
2025-12-12,INOX monthly plan,INOX,474.51,expense,Card,manual,Entertainment,inox monthly plan
2025-12-12,Payment to Subway,Subway,1144.12,expense,UPI,csv_import,Food,payment to subway
2025-12-12,Housing Society rent transfer,Housing Society,8738.47,expense,Net Banking,excel_import,Rent,housing society rent transfer
2025-12-12,More Supermarket delivery,More Supermarket,2958.19,expense,Cash,manual,Groceries,more supermarket delivery
2025-12-12,Starbucks food delivery,Starbucks,304.95,expense,Card,manual,Food,starbucks food delivery
2025-12-13,Payment to Byju's,Byju's,4685.23,expense,Net Banking,manual,Education,payment to byjus
2025-12-13,Tata Power postpaid bill,Tata Power,808.16,expense,UPI,manual,Bills & Utilities,tata power postpaid bill
2025-12-13,Fuel - Auto Rickshaw,Auto Rickshaw,715.47,expense,UPI,excel_import,Transport,fuel - auto rickshaw
2025-12-13,Urban Company service,Urban Company,1747.91,expense,UPI,manual,Personal Care,urban company service
2025-12-13,UPI-Nykaa-33921,Nykaa,2452.86,expense,Cash,manual,Personal Care,upi-nykaa-33921
2025-12-13,Payment to Ajio,Ajio,6751.44,expense,Card,excel_import,Shopping,payment to ajio
2025-12-14,Myntra online shopping,Myntra,3085.43,expense,Card,csv_import,Shopping,myntra online shopping
2025-12-14,grocery - bigbasket   ,BigBasket,2971.31,expense,Card,csv_import,Groceries,grocery - bigbasket
2025-12-14,Myntra order #19546,Myntra,3320.64,expense,Net Banking,csv_import,Shopping,myntra order #19546
2025-12-14,UPI-Yatra-42777,Yatra,11283.63,expense,Card,csv_import,Travel,upi-yatra-42777
2025-12-14,Subway food delivery,Subway,1120.2,expense,Cash,manual,Food,subway food delivery
2025-12-14,UPI-Local Kirana Store-50976,Local Kirana Store,2292.51,expense,Card,manual,Groceries,upi-local kirana store-50976
2025-12-14,Payment to Unacademy,Unacademy,4730.33,expense,Net Banking,manual,Education,payment to unacademy
2025-12-14,NoBroker Rent Pay rent transfer,NoBroker Rent Pay,32746.01,expense,NEFT,csv_import,Rent,nobroker rent pay rent transfer
2025-12-14,Fuel - Bharat Petroleum,Bharat Petroleum,1702.94,expense,Card,manual,Transport,fuel - bharat petroleum
2025-12-14,Steam subscription,Steam,584.66,expense,Net Banking,excel_import,Entertainment,steam subscription
2025-12-15,Payment to Fortis Hospital,Fortis Hospital,861.49,expense,Cash,excel_import,Healthcare,payment to fortis hospital
2025-12-15,UPI-Health & Glow-92136,Health & Glow,2913.72,expense,UPI,manual,Personal Care,upi-health  glow-92136
2025-12-15,Nykaa purchase,Nykaa,6509.99,expense,UPI,excel_import,Shopping,nykaa purchase
2025-12-15,Fuel - Rapido,Rapido,1127.02,expense,UPI,csv_import,Transport,fuel - rapido
2025-12-15,Goibibo hotel booking,Goibibo,17676.15,expense,Card,excel_import,Travel,goibibo hotel booking
2025-12-15,Subway online order,Subway,481.21,expense,UPI,excel_import,Food,subway online order
2025-12-15,UPI-Swiggy-39290,Swiggy,1137.38,expense,Cash,csv_import,Food,upi-swiggy-39290
2025-12-15,Indian Oil recharge,Indian Oil,958.63,expense,Card,csv_import,Transport,indian oil recharge
2025-12-15,Payment to Nykaa,Nykaa,4429.23,expense,UPI,csv_import,Shopping,payment to nykaa
2025-12-15,Payment to MedPlus,MedPlus,504.78,expense,Card,csv_import,Healthcare,payment to medplus
2025-12-15,DMart monthly groceries,DMart,3052.84,expense,Card,manual,Groceries,dmart monthly groceries
2025-12-16,Blinkit order #34682,Blinkit,3312.54,expense,UPI,csv_import,Groceries,blinkit order #34682
2025-12-16,Local Restaurant food delivery,Local Restaurant,935.79,expense,Card,excel_import,Food,local restaurant food delivery
2025-12-16,Gym Membership service,Gym Membership,2847.92,expense,Card,manual,Personal Care,gym membership service
2025-12-16,UPI-Netflix-81160,Netflix,1461.2,expense,UPI,manual,Entertainment,upi-netflix-81160
2025-12-16,Payment to Zomato,Zomato,96.06,expense,Cash,manual,Food,payment to zomato
2025-12-16,Payment to Flipkart,Flipkart,3179.5,expense,UPI,manual,Shopping,payment to flipkart
2025-12-16,Payment to OYO Rooms,OYO Rooms,13677.82,expense,Net Banking,excel_import,Travel,payment to oyo rooms
2025-12-16,Payment to Practo,Practo,1115.94,expense,Cash,excel_import,Healthcare,payment to practo
2025-12-17,Subway online order,Subway,530.81,expense,Card,excel_import,Food,subway online order
2025-12-17,Payment to IndiGo Airlines,IndiGo Airlines,2935.59,expense,Net Banking,manual,Travel,payment to indigo airlines
2025-12-17,POS-Myntra-98211,Myntra,4464.11,expense,UPI,csv_import,Shopping,pos-myntra-98211
2025-12-17,Ajio online shopping,Ajio,1875.21,expense,UPI,excel_import,Shopping,ajio online shopping
2025-12-18,Rapido trip,Rapido,2402.28,expense,Card,csv_import,Transport,rapido trip
2025-12-18,Coursera tuition fee,Coursera,3611.74,expense,Card,csv_import,Education,coursera tuition fee
2025-12-18,Nykaa service,Nykaa,1184.71,expense,Cash,excel_import,Personal Care,nykaa service
2025-12-18,Ajio order #35541,Ajio,2129.36,expense,UPI,manual,Shopping,ajio order #35541
2025-12-18,Ola booking,Ola,790.37,expense,Card,manual,Transport,ola booking
2025-12-19,Grocery - Local Kirana Store,Local Kirana Store,3680.71,expense,Card,csv_import,Groceries,grocery - local kirana store
2025-12-19,Payment to SonyLIV,SonyLIV,1365.19,expense,UPI,csv_import,Entertainment,payment to sonyliv
2025-12-20,UPI-Airtel-80954,Airtel,2963.76,expense,Net Banking,csv_import,Bills & Utilities,upi-airtel-80954
2025-12-20,HP Petrol Pump booking,HP Petrol Pump,2156.04,expense,UPI,excel_import,Transport,hp petrol pump booking
2025-12-20,Grocery - More Supermarket,More Supermarket,3781.63,expense,Cash,excel_import,Groceries,grocery - more supermarket
2025-12-20,UPI-Local Restaurant-40358,Local Restaurant,982.47,expense,Cash,csv_import,Food,upi-local restaurant-40358
2025-12-20,Fortis Hospital medicines,Fortis Hospital,2736.04,expense,Card,csv_import,Healthcare,fortis hospital medicines
2025-12-21,Auto-debit Tata Power,Tata Power,1645.83,expense,UPI,csv_import,Bills & Utilities,auto-debit tata power
2025-12-21,DMart delivery,DMart,2174.35,expense,Cash,csv_import,Groceries,dmart delivery
2025-12-21,UPI-Spencer's-85523,Spencer's,3595.47,expense,Card,manual,Groceries,upi-spencers-85523
2025-12-22,Max Healthcare medicines,Max Healthcare,1191.76,expense,UPI,excel_import,Healthcare,max healthcare medicines
2025-12-22,Reliance Trends purchase,Reliance Trends,1816.77,expense,Net Banking,csv_import,Shopping,reliance trends purchase
2025-12-22,Zepto monthly groceries,Zepto,329.88,expense,Card,excel_import,Groceries,zepto monthly groceries
2025-12-22,UPI-Vodafone Idea-78000,Vodafone Idea,3462.24,expense,Net Banking,manual,Bills & Utilities,upi-vodafone idea-78000
2025-12-22,Subway order #59057,Subway,294.21,expense,UPI,csv_import,Food,subway order #59057
2025-12-23,Monthly rent payment,Landlord Transfer,17733.4,expense,NEFT,manual,Rent,monthly rent payment
2025-12-23,UPI-Starbucks-43508,Starbucks,594.1,expense,UPI,csv_import,Food,upi-starbucks-43508
2025-12-23,Subway food delivery,Subway,603.19,expense,UPI,csv_import,Food,subway food delivery
2025-12-23,ACT Fibernet monthly bill,ACT Fibernet,2897.57,expense,UPI,manual,Bills & Utilities,act fibernet monthly bill
2025-12-24,UPI-Metro Card Recharge-22711,Metro Card Recharge,342.48,expense,Card,manual,Transport,upi-metro card recharge-22711
2025-12-24,Local Coaching Center tuition fee,Local Coaching Center,7116.28,expense,Card,excel_import,Education,local coaching center tuition fee
2025-12-24,Ola trip,Ola,1151.03,expense,Card,manual,Transport,ola trip
2025-12-24,Uber trip,Uber,1041.85,expense,Cash,excel_import,Transport,uber trip
2025-12-24,Netmeds consultation fee,Netmeds,4597.43,expense,Cash,excel_import,Healthcare,netmeds consultation fee
2025-12-24,Netflix monthly plan,Netflix,781.34,expense,UPI,excel_import,Entertainment,netflix monthly plan
2025-12-25,OYO Rooms booking,OYO Rooms,4724.48,expense,Card,manual,Travel,oyo rooms booking
2025-12-25,Spotify subscription,Spotify,133.75,expense,Net Banking,excel_import,Entertainment,spotify subscription
2025-12-25,Payment to BookMyShow,BookMyShow,690.71,expense,UPI,excel_import,Entertainment,payment to bookmyshow
2025-12-25,POS-Nykaa-35657,Nykaa,6271.55,expense,Card,manual,Shopping,pos-nykaa-35657
2025-12-25,UPI-BigBasket-87462,BigBasket,3469.37,expense,Cash,manual,Groceries,upi-bigbasket-87462
2025-12-25,Starbucks food delivery,Starbucks,562.0,expense,Card,csv_import,Food,starbucks food delivery
2025-12-26,Monthly rent payment,Housing Society,28065.42,expense,NEFT,excel_import,Rent,monthly rent payment
2025-12-26,Auto-debit Vodafone Idea,Vodafone Idea,3460.77,expense,Auto Debit,excel_import,Bills & Utilities,auto-debit vodafone idea
2025-12-26,Rent - Housing Society,Housing Society,33040.13,expense,NEFT,manual,Rent,rent - housing society
2025-12-26,Payment to Decathlon,Decathlon,7516.42,expense,UPI,excel_import,Shopping,payment to decathlon
2025-12-26,Local Kirana Store monthly groceries,Local Kirana Store,2879.26,expense,Cash,csv_import,Groceries,local kirana store monthly groceries
2025-12-26,More Supermarket delivery,More Supermarket,679.24,expense,UPI,csv_import,Groceries,more supermarket delivery
2025-12-26,1mg consultation fee,1mg,2264.88,expense,Cash,excel_import,Healthcare,1mg consultation fee
2025-12-26,Payment to Cafe Coffee Day,Cafe Coffee Day,461.23,expense,UPI,excel_import,Food,payment to cafe coffee day
2025-12-27,Swiggy food delivery,Swiggy,1107.19,expense,Card,excel_import,Food,swiggy food delivery
2025-12-28,UBER RECHARGE,Uber,2205.52,expense,UPI,csv_import,Transport,uber recharge
2025-12-28,Big Bazaar online shopping,Big Bazaar,2507.64,expense,Card,manual,Shopping,big bazaar online shopping
2025-12-28,UPI-Byju's-34545,Byju's,1720.12,expense,Net Banking,manual,Education,upi-byjus-34545
2025-12-29,1mg medicines,1mg,2530.48,expense,Card,manual,Healthcare,1mg medicines
2025-12-29,McDonalds order #12867,McDonalds,749.73,expense,Cash,csv_import,Food,mcdonalds order #12867
2025-12-29,Metro Card Recharge ride payment,Metro Card Recharge,658.14,expense,Card,csv_import,Transport,metro card recharge ride payment
2025-12-29,Payment to SonyLIV,SonyLIV,489.2,expense,UPI,excel_import,Entertainment,payment to sonyliv
2025-12-29,Spencer's order #40373,Spencer's,3995.98,expense,UPI,csv_import,Groceries,spencers order #40373
2025-12-29,Auto Rickshaw ride payment,Auto Rickshaw,1171.4,expense,Cash,excel_import,Transport,auto rickshaw ride payment
2025-12-30,LPG Gas Agency postpaid bill,LPG Gas Agency,1465.11,expense,Auto Debit,csv_import,Bills & Utilities,lpg gas agency postpaid bill
2025-12-30,Haldiram's food delivery,Haldiram's,762.43,expense,Card,excel_import,Food,haldirams food delivery
2025-12-30,OYO Rooms flight ticket,OYO Rooms,13446.42,expense,Card,excel_import,Travel,oyo rooms flight ticket
2025-12-30,Myntra online shopping,Myntra,3043.33,expense,UPI,excel_import,Shopping,myntra online shopping
2025-12-30,IKEA online shopping,IKEA,4382.22,expense,Net Banking,manual,Shopping,ikea online shopping
2025-12-30,Auto Rickshaw recharge,Auto Rickshaw,102.65,expense,UPI,excel_import,Transport,auto rickshaw recharge
2025-12-30,UPI-Byju's-43072,Byju's,8165.93,expense,UPI,csv_import,Education,upi-byjus-43072
2025-12-30,Payment to Subway,Subway,438.75,expense,Cash,manual,Food,payment to subway
2025-12-30,Local Clinic purchase,Local Clinic,1201.25,expense,UPI,csv_import,Healthcare,local clinic purchase
2025-12-30,Local Kirana Store monthly groceries,Local Kirana Store,1369.83,expense,Cash,excel_import,Groceries,local kirana store monthly groceries
2025-12-30,McDonalds order #61548,McDonalds,336.69,expense,UPI,manual,Food,mcdonalds order #61548
2025-12-31,DMart order #14255,DMart,3685.16,expense,UPI,excel_import,Groceries,dmart order #14255
2025-12-31,POS-Ajio-66587,Ajio,1814.72,expense,UPI,manual,Shopping,pos-ajio-66587
2025-12-31,Payment to Local Restaurant,Local Restaurant,922.17,expense,UPI,manual,Food,payment to local restaurant
2025-12-31,Urban Company membership renewal,Urban Company,1431.61,expense,UPI,manual,Personal Care,urban company membership renewal
2025-12-31,Payment to Local Coaching Center,Local Coaching Center,4336.48,expense,Card,excel_import,Education,payment to local coaching center
2025-12-31,Zomato food delivery,Zomato,1097.95,expense,Cash,manual,Food,zomato food delivery
2025-12-31,UPI-Cafe Coffee Day-71645,Cafe Coffee Day,997.09,expense,Cash,manual,Food,upi-cafe coffee day-71645
2026-01-01,NEFT-Housing Society-31396,Housing Society,9639.03,expense,Net Banking,csv_import,Rent,neft-housing society-31396
2026-01-01,Payment to Decathlon,Decathlon,6874.33,expense,Card,manual,Shopping,payment to decathlon
2026-01-01,Monthly salary - TCS Salary,TCS Salary,37900.0,income,Bank Transfer,csv_import,Salary,monthly salary - tcs salary
2026-01-01,Monthly salary - Infosys Salary,Infosys Salary,55200.0,income,NEFT,manual,Salary,monthly salary - infosys salary
2026-01-01,Payment to Croma,Croma,3095.78,expense,Net Banking,csv_import,Shopping,payment to croma
2026-01-01,Salary credit January,Acme Corp Payroll,69100.0,income,NEFT,manual,Salary,salary credit january
2026-01-02,Local Kirana Store delivery,Local Kirana Store,1520.85,expense,UPI,csv_import,Groceries,local kirana store delivery
2026-01-02,Monthly rent payment,Housing Society,14992.9,expense,Net Banking,manual,Rent,monthly rent payment
2026-01-02,Auto-debit BSES Electricity,BSES Electricity,2721.38,expense,Auto Debit,manual,Bills & Utilities,auto-debit bses electricity
2026-01-02,UPI-Apollo Pharmacy-29442,Apollo Pharmacy,1079.01,expense,UPI,manual,Healthcare,upi-apollo pharmacy-29442
2026-01-02,Gym Membership membership renewal,Gym Membership,2604.26,expense,Card,csv_import,Personal Care,gym membership membership renewal
2026-01-03,Amazon Prime movie tickets,Amazon Prime,507.9,expense,Net Banking,csv_import,Entertainment,amazon prime movie tickets
2026-01-03,BigBasket delivery,BigBasket,4195.04,expense,Cash,excel_import,Groceries,bigbasket delivery
2026-01-04,Rent - Landlord Transfer,Unknown,12791.42,expense,NEFT,manual,Rent,rent - landlord transfer
2026-01-04,UPI-Uber-24593,Uber,1274.72,expense,UPI,excel_import,Transport,upi-uber-24593
2026-01-04,Local Clinic purchase,Local Clinic,1255.57,expense,Cash,csv_import,Healthcare,local clinic purchase
2026-01-04,  Indian Oil ride payment,Indian Oil,1125.32,expense,Card,manual,Transport,indian oil ride payment
2026-01-04,Airbnb flight ticket,Airbnb,12217.55,expense,Card,excel_import,Travel,airbnb flight ticket
2026-01-04,PVR Cinemas movie tickets,PVR Cinemas,210.26,expense,UPI,excel_import,Entertainment,pvr cinemas movie tickets
2026-01-04,Apollo Pharmacy purchase,Apollo Pharmacy,940.76,expense,Card,excel_import,Healthcare,apollo pharmacy purchase
2026-01-04,UPI-HP Petrol Pump-65921,HP Petrol Pump,1820.8,expense,UPI,excel_import,Transport,upi-hp petrol pump-65921
2026-01-04,Yatra booking,Yatra,15999.29,expense,Net Banking,manual,Travel,yatra booking
2026-01-04,Dominos order #61191,Dominos,451.52,expense,UPI,manual,Food,dominos order #61191
2026-01-05,Starbucks dine in,Starbucks,537.57,expense,Card,manual,Food,starbucks dine in
2026-01-05,Payment to Lakme Salon,Lakme Salon,743.1,expense,Card,excel_import,Personal Care,payment to lakme salon
2026-01-05,Amazon purchase,Amazon,548.92,expense,Card,csv_import,Shopping,amazon purchase
2026-01-06,UPI-Local Coaching Center-4387,Local Coaching Center,1966.5,expense,Net Banking,csv_import,Education,upi-local coaching center-4387
2026-01-06,UPI-Local Restaurant-62073,Local Restaurant,88.91,expense,Card,csv_import,Food,upi-local restaurant-62073
2026-01-06,Grocery - More Supermarket,More Supermarket,1398.67,expense,UPI,csv_import,Groceries,grocery - more supermarket
2026-01-06,Auto Rickshaw recharge,Auto Rickshaw,2116.79,expense,Cash,manual,Transport,auto rickshaw recharge
2026-01-07,UPI-Subway-40335,Subway,704.05,expense,Cash,manual,Food,upi-subway-40335
2026-01-07,BookMyShow subscription,BookMyShow,577.27,expense,UPI,manual,Entertainment,bookmyshow subscription
2026-01-07,Payment to Library,Library,5526.43,expense,UPI,manual,Education,payment to library
2026-01-07,McDonalds dine in,McDonalds,206.94,expense,Cash,csv_import,Food,mcdonalds dine in
2026-01-07,UPI-LPG Gas Agency-93766,LPG Gas Agency,1956.49,expense,UPI,manual,Bills & Utilities,upi-lpg gas agency-93766
2026-01-07,Cleartrip hotel booking,Cleartrip,10440.09,expense,Net Banking,manual,Travel,cleartrip hotel booking
2026-01-07,Metro Card Recharge ride payment,Metro Card Recharge,1389.04,expense,UPI,excel_import,Transport,metro card recharge ride payment
2026-01-07,LPG Gas Agency bill payment,LPG Gas Agency,1750.06,expense,Auto Debit,csv_import,Bills & Utilities,lpg gas agency bill payment
2026-01-07,UPI-Jio-70990,Jio,1276.11,expense,UPI,csv_import,Bills & Utilities,upi-jio-70990
2026-01-08,MedPlus consultation fee,MedPlus,227.76,expense,Card,excel_import,Healthcare,medplus consultation fee
2026-01-08,Coursera course fee,Coursera,4575.21,expense,Net Banking,excel_import,Education,coursera course fee
2026-01-08,Netmeds medicines,Netmeds,2358.56,expense,Cash,manual,Healthcare,netmeds medicines
2026-01-09,KFC food delivery,KFC,84.12,expense,Card,manual,Food,kfc food delivery
2026-01-09,UPI-McDonalds-57523,McDonalds,644.42,expense,Card,excel_import,Food,upi-mcdonalds-57523
2026-01-10,Local Clinic consultation fee,Local Clinic,3262.22,expense,UPI,csv_import,Healthcare,local clinic consultation fee
2026-01-10,UPI-BigBasket-50670,BigBasket,2778.56,expense,Cash,manual,Groceries,upi-bigbasket-50670
2026-01-10,OYO Rooms booking,OYO Rooms,22355.0,expense,Net Banking,csv_import,Travel,oyo rooms booking
2026-01-10,BSES Electricity bill payment,BSES Electricity,2514.31,expense,UPI,manual,Bills & Utilities,bses electricity bill payment
2026-01-10,Payment to McDonalds,McDonalds,617.24,expense,Cash,excel_import,Food,payment to mcdonalds
2026-01-10,Auto-debit Vodafone Idea,Vodafone Idea,448.9,expense,Net Banking,csv_import,Bills & Utilities,auto-debit vodafone idea
2026-01-10,Jio bill payment,Jio,3097.47,expense,Auto Debit,manual,Bills & Utilities,jio bill payment
2026-01-10,Haldiram's online order,Haldiram's,1127.4,expense,Cash,excel_import,Food,haldirams online order
2026-01-10,UPI-1mg-97821,1mg,4274.12,expense,Card,manual,Healthcare,upi-1mg-97821
2026-01-10,UPI-Subway-49356,Subway,280.39,expense,Cash,manual,Food,upi-subway-49356
2026-01-11,Indian Oil recharge,Indian Oil,1272.89,expense,Card,manual,Transport,indian oil recharge
2026-01-11,Bharat Petroleum ride payment,Bharat Petroleum,1613.88,expense,Cash,manual,Transport,bharat petroleum ride payment
2026-01-11,Ola booking,Ola,459.27,expense,Card,excel_import,Transport,ola booking
2026-01-11,Flipkart order #39760,Flipkart,3332.3,expense,Card,manual,Shopping,flipkart order #39760
2026-01-11,Payment to Cafe Coffee Day,Cafe Coffee Day,887.37,expense,UPI,manual,Food,payment to cafe coffee day
2026-01-11,More Supermarket order #48378,More Supermarket,2466.74,expense,Cash,manual,Groceries,more supermarket order #48378
2026-01-11,Payment to Dominos,Dominos,835.33,expense,Card,excel_import,Food,payment to dominos
2026-01-11,Rapido recharge,Rapido,261.73,expense,UPI,csv_import,Transport,rapido recharge
2026-01-11,UPI-Dominos-76799,Dominos,658.48,expense,UPI,manual,Food,upi-dominos-76799
2026-01-12,Ola recharge,Ola,242.97,expense,Cash,excel_import,Transport,ola recharge
2026-01-12,Indian Oil ride payment,Indian Oil,403.81,expense,Cash,csv_import,Transport,indian oil ride payment
2026-01-12,POS-Ajio-16689,Ajio,7281.91,expense,Card,excel_import,Shopping,pos-ajio-16689
2026-01-12,Jio monthly bill,Jio,3410.55,expense,UPI,excel_import,Bills & Utilities,jio monthly bill
2026-01-13,SonyLIV monthly plan,SonyLIV,147.56,expense,UPI,excel_import,Entertainment,sonyliv monthly plan
2026-01-13,ACT Fibernet postpaid bill,ACT Fibernet,1623.92,expense,Auto Debit,manual,Bills & Utilities,act fibernet postpaid bill
2026-01-13,ACT Fibernet bill payment,ACT Fibernet,1220.31,expense,Auto Debit,excel_import,Bills & Utilities,act fibernet bill payment
2026-01-13,DMart order #24884,DMart,1214.08,expense,UPI,manual,Groceries,dmart order #24884
2026-01-13,Spotify subscription,Spotify,474.09,expense,Card,manual,Entertainment,spotify subscription
2026-01-13,Payment to Subway,Subway,790.99,expense,UPI,csv_import,Food,payment to subway
2026-01-13,Payment to Lakme Salon,Lakme Salon,1967.27,expense,UPI,manual,Personal Care,payment to lakme salon
2026-01-14,Auto-debit Tata Power,Tata Power,1218.58,expense,UPI,csv_import,Bills & Utilities,auto-debit tata power
2026-01-14,UPI-MedPlus-4527,MedPlus,2388.87,expense,Cash,manual,Healthcare,upi-medplus-4527
2026-01-14,DMart monthly groceries,DMart,3451.87,expense,UPI,excel_import,Groceries,dmart monthly groceries
2026-01-14,Zepto order #69979,Zepto,4433.01,expense,Card,manual,Groceries,zepto order #69979
2026-01-14,UPI-IndiGo Airlines-35398,IndiGo Airlines,21233.54,expense,Net Banking,csv_import,Travel,upi-indigo airlines-35398
2026-01-14,Grocery - BigBasket,BigBasket,4436.49,expense,UPI,excel_import,Groceries,grocery - bigbasket
2026-01-14,UPI-Netmeds-15936,Netmeds,167.22,expense,UPI,excel_import,Healthcare,upi-netmeds-15936
2026-01-15,Payment to Zomato,Zomato,1060.57,expense,Cash,csv_import,Food,payment to zomato
2026-01-15,Amazon purchase,Amazon,1907.8,expense,Net Banking,manual,Shopping,amazon purchase
2026-01-15,Spotify monthly plan,Spotify,932.1,expense,Net Banking,csv_import,Entertainment,spotify monthly plan
2026-01-15,Udemy course fee,Udemy,4203.11,expense,Card,manual,Education,udemy course fee
2026-01-15,McDonalds food delivery,McDonalds,407.18,expense,Card,excel_import,Food,mcdonalds food delivery
2026-01-15,Monthly rent payment,Housing Society,25867.12,expense,NEFT,manual,Rent,monthly rent payment
2026-01-16,Payment to BookMyShow,BookMyShow,1190.9,expense,UPI,csv_import,Entertainment,payment to bookmyshow
2026-01-16,Uber booking,Uber,342.78,expense,UPI,manual,Transport,uber booking
2026-01-16,Reliance Trends order #29389,Reliance Trends,1553.38,expense,Net Banking,manual,Shopping,reliance trends order #29389
2026-01-16,UPI-BSES Electricity-71915,Unknown,259.27,expense,UPI,csv_import,Bills & Utilities,upi-bses electricity-71915
2026-01-16,Local Kirana Store delivery,Local Kirana Store,598.09,expense,Cash,csv_import,Groceries,local kirana store delivery
2026-01-17,POS-Reliance Trends-98881,Reliance Trends,1869.9,expense,UPI,excel_import,Shopping,pos-reliance trends-98881
2026-01-17,UPI-Zepto-80682,Zepto,2926.37,expense,UPI,csv_import,Groceries,upi-zepto-80682
